timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,ant_transmission_type,ant_network,source_type,key,time_created
2021-12-10T20:17:25Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:17:25Z,743738784,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,NA,0,antplus,antplus,7942128598,2021_12_10_14_17_26
2021-12-10T20:17:25Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:22:13Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:22:13Z,743738784,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7942128598,2021_12_10_14_17_26
2021-12-10T20:22:13Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:41:51Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:41:51Z,743738784,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7942128598,2021_12_10_14_17_26
2021-12-10T20:41:51Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:47:47Z,0,4294967295,NA,65535,2.21,255.99609375,0,NA,10,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:51:56Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:51:56Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
2021-12-10T20:51:56Z,0,4294967295,NA,65535,2.21,255.99609375,0,NA,10,255,NA,0,NA,local,7942128598,2021_12_10_14_17_26
