timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,ant_transmission_type,ant_network,source_type,key,time_created
2021-01-29T23:25:20Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:25:20Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:25:20Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6188040874,2021_01_29_17_25_19
2021-01-29T23:25:20Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:35:52Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:35:52Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:35:52Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6188040874,2021_01_29_17_25_19
2021-01-29T23:35:52Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:43:26Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:43:26Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:43:26Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6188040874,2021_01_29_17_25_19
2021-01-29T23:43:26Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:54:35Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:54:35Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-29T23:54:35Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6188040874,2021_01_29_17_25_19
2021-01-29T23:54:35Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-30T00:09:57Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-30T00:09:57Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
2021-01-30T00:09:57Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6188040874,2021_01_29_17_25_19
2021-01-30T00:09:57Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6188040874,2021_01_29_17_25_19
