timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,ant_transmission_type,ant_network,source_type,key,time_created
2021-12-05T21:38:16Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:38:16Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:38:16Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7920224828,2021_12_05_15_38_16
2021-12-05T21:38:16Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:38:16Z,0,4294967295,NA,15,0,255.99609375,0,NA,8,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:40:09Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:40:09Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:40:09Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7920224828,2021_12_05_15_38_16
2021-12-05T21:40:09Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:40:09Z,0,4294967295,NA,15,4.5,255.99609375,0,NA,8,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:47:53Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:47:53Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:47:53Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7920224828,2021_12_05_15_38_16
2021-12-05T21:47:53Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:47:53Z,0,4294967295,NA,15,4.16,255.99609375,0,NA,8,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:51:37Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:51:37Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:51:37Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7920224828,2021_12_05_15_38_16
2021-12-05T21:51:37Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:51:37Z,0,4294967295,NA,15,4.32,255.99609375,0,NA,8,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:54:27Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:54:27Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:54:27Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7920224828,2021_12_05_15_38_16
2021-12-05T21:54:27Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T21:54:27Z,0,4294967295,NA,15,3.95,255.99609375,0,NA,8,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:28:41Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:28:41Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:28:41Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7920224828,2021_12_05_15_38_16
2021-12-05T22:28:41Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:28:41Z,0,4294967295,NA,15,4.02,255.99609375,0,NA,8,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:31:53Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:31:53Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:31:53Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,7920224828,2021_12_05_15_38_16
2021-12-05T22:31:53Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
2021-12-05T22:31:53Z,0,4294967295,NA,15,4.46,255.99609375,0,NA,8,255,NA,0,NA,local,7920224828,2021_12_05_15_38_16
