timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,ant_transmission_type,ant_network,source_type,key,time_created
2022-03-05T14:13:54Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:13:54Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:13:54Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8403179049,2022_03_05_08_13_54
2022-03-05T14:13:54Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:13:54Z,0,4294967295,NA,15,0,255.99609375,0,NA,8,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:16:08Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:16:08Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:16:08Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8403179049,2022_03_05_08_13_54
2022-03-05T14:16:08Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:16:08Z,0,4294967295,NA,15,17.57,255.99609375,0,NA,8,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:17:55Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:17:55Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:17:55Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8403179049,2022_03_05_08_13_54
2022-03-05T14:17:55Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:17:55Z,0,4294967295,NA,15,9.5,255.99609375,0,NA,8,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:34:26Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:34:26Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:34:26Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8403179049,2022_03_05_08_13_54
2022-03-05T14:34:26Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:34:26Z,0,4294967295,NA,15,8.35,255.99609375,0,NA,8,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:38:43Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:38:43Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:38:43Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8403179049,2022_03_05_08_13_54
2022-03-05T14:38:43Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:38:43Z,0,4294967295,NA,15,4.1,255.99609375,0,NA,8,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:40:29Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:40:29Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:40:29Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8403179049,2022_03_05_08_13_54
2022-03-05T14:40:29Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
2022-03-05T14:40:29Z,0,4294967295,NA,15,4.14,255.99609375,0,NA,8,255,NA,0,NA,local,8403179049,2022_03_05_08_13_54
