timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,ant_transmission_type,ant_network,source_type,key,time_created
2021-02-23T23:26:50Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:26:50Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:26:50Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-23T23:26:50Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:29:49Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:29:49Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:29:49Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-23T23:29:49Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:31:33Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:31:33Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:31:33Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-23T23:31:33Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:43:37Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:43:37Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-23T23:43:37Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-23T23:43:37Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:00:59Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:00:59Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:00:59Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-24T00:00:59Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:02:13Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:02:13Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:02:13Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-24T00:02:13Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:08:11Z,0,4294967295,NA,65535,2.21,255.99609375,0,NA,10,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:08:15Z,0,4294967295,NA,65535,655.35,255.99609375,0,NA,120,255,NA,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-24T00:08:17Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,NA,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-24T00:11:40Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:11:40Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
2021-02-24T00:11:40Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,6323276835,2021_02_23_17_26_50
2021-02-24T00:11:40Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,6323276835,2021_02_23_17_26_50
