timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,ant_transmission_type,ant_network,source_type,key,time_created
2022-12-29T14:22:56Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:22:56Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:22:56Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T14:22:56Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:27:56Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:27:56Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:27:56Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T14:27:56Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:31:46Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:31:46Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:31:46Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T14:31:46Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:47:51Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:47:51Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:47:51Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T14:47:51Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:54:13Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:54:13Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T14:54:13Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T14:54:13Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:14:51Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:14:51Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:14:51Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T15:14:51Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:34:14Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:34:14Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:34:14Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T15:34:14Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:39:56Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:39:56Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
2022-12-29T15:39:56Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,10206602612,2022_12_29_08_22_59
2022-12-29T15:39:56Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,10206602612,2022_12_29_08_22_59
