timestamp,serial_number,cum_operating_time,manufacturer,product,software_version,battery_voltage,ant_device_number,device_index,device_type,hardware_version,battery_status,ant_transmission_type,ant_network,source_type,key,time_created
2022-02-28T20:45:35Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T20:45:35Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T20:45:35Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8376442876,2022_02_28_14_45_34
2022-02-28T20:45:35Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T20:57:24Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T20:57:24Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T20:57:24Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8376442876,2022_02_28_14_45_34
2022-02-28T20:57:24Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:40:59Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:40:59Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:40:59Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8376442876,2022_02_28_14_45_34
2022-02-28T21:40:59Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:41:08Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:41:08Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:41:08Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8376442876,2022_02_28_14_45_34
2022-02-28T21:41:08Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:42:18Z,3935516471,4294967295,garmin,2431,8.2,255.99609375,0,creator,255,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:42:18Z,0,4294967295,garmin,1619,3.3,255.99609375,0,NA,0,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
2022-02-28T21:42:18Z,645613190,4294967295,polar_electro,2,10,255.99609375,0,NA,120,1,ok,0,antplus,antplus,8376442876,2022_02_28_14_45_34
2022-02-28T21:42:18Z,0,4294967295,NA,12,26.84,255.99609375,0,NA,3,255,NA,0,NA,local,8376442876,2022_02_28_14_45_34
